registry,name,gender,birth_date,email,class_group_id,father_name,father_phone,mother_name,mother_phone
202500284,Mariana Andrade Nunes,F,24/10/2012,mariana.nunes202500284@escola.edu.br,7B_EF2,Fernando Lima Freitas,(85) 99362-2483,Elisa Andrade Gonçalves,(11) 94913-3717
202500285,Manuela Mendes Costa,F,19/10/2012,manuela.costa202500285@escola.edu.br,7B_EF2,Kaique Gomes Duarte,(47) 98921-6878,Camila Almeida Melo,(81) 94796-2029
202500286,Marcos Oliveira Cavalcante,M,26/09/2012,marcos.cavalcante202500286@escola.edu.br,7B_EF2,Alexandre Moreira Cardoso,(81) 91760-1653,Valentina Rocha Alves,(47) 99542-5480
202500287,Sofia Araújo Teixeira,F,21/07/2012,sofia.teixeira202500287@escola.edu.br,7B_EF2,Marcelo Andrade Araújo,(62) 92275-9465,Sofia Moreira Almeida,(85) 97649-6781
202500288,Carolina Ramos Rezende,F,01/10/2013,carolina.rezende202500288@escola.edu.br,7B_EF2,Danilo Lima Mendes,(31) 94768-2263,Patrícia Borges Fernandes,(41) 93461-4062
202500289,Francisco Guimarães Xavier,M,08/11/2012,francisco.xavier202500289@escola.edu.br,7B_EF2,Igor Farias Dias,(47) 92856-8889,Alice Cardoso Cardoso,(41) 93641-7732
202500290,Lucas Lima Campos,M,21/03/2012,lucas.campos202500290@escola.edu.br,7B_EF2,Danilo Oliveira Campos,(31) 91916-3725,Sofia Ribeiro Santana,(71) 91305-5644
202500291,Rafaela Mendes Pinto,F,06/08/2013,rafaela.pinto202500291@escola.edu.br,7B_EF2,Marcos Marques Pinto,(31) 93979-9369,Sofia Costa Azevedo,(62) 96614-8429
202500292,Juliana Almeida Moreira,F,04/03/2013,juliana.moreira202500292@escola.edu.br,7B_EF2,Pedro Martins Santana,(65) 99263-7877,Mariana Pinto Alves,(31) 98796-1639
202500293,Sandra Gonçalves Melo,F,16/02/2012,sandra.melo202500293@escola.edu.br,7B_EF2,Kaique Lima Pinto,(85) 91019-8069,Renata Marques Andrade,(65) 91711-9680
202500294,Sérgio Rezende Brito,M,19/06/2013,sergio.brito202500294@escola.edu.br,7B_EF2,Nicolás Melo Monteiro,(92) 92600-7971,Manuela Sousa Cardoso,(48) 94809-2373
202500295,Guilherme Marques Sousa,M,23/01/2011,guilherme.sousa202500295@escola.edu.br,8A_EF2,Nicolás Rezende Silva,(92) 99561-2930,Renata Silva Moreira,(62) 94365-6175
202500296,Rafael Gomes Machado,M,28/05/2012,rafael.machado202500296@escola.edu.br,8A_EF2,Guilherme Machado Campos,(61) 95514-7511,Laís Carvalho Marques,(85) 98904-3928
202500297,Luiz Cardoso Sousa,M,12/10/2012,luiz.sousa202500297@escola.edu.br,8A_EF2,Samuel Guimarães Nunes,(47) 93262-2951,Clarice Almeida Mendes,(48) 93650-2642
202500298,Caio Rezende Dias,M,13/03/2011,caio.dias202500298@escola.edu.br,8A_EF2,Roberto Silva Farias,(21) 93381-8727,Aline Machado Ferreira,(21) 95310-4633
202500299,Francisco Oliveira Azevedo,M,20/07/2012,francisco.azevedo202500299@escola.edu.br,8A_EF2,Ruan Santana Vieira,(47) 91941-3871,Helena Ramos Mendes,(11) 94304-9489
202500300,Lucas Rezende Pinto,M,06/10/2011,lucas.pinto202500300@escola.edu.br,8A_EF2,Cauã Oliveira Andrade,(41) 91004-3579,Larissa Fernandes Brito,(71) 96785-7474
202500301,André Santana Silva,M,18/02/2011,andre.silva202500301@escola.edu.br,8A_EF2,Fernando Azevedo Castro,(92) 96703-6693,Vanessa Almeida Pinto,(41) 98450-7618
202500302,Sofia Ribeiro Marques,F,03/09/2011,sofia.marques202500302@escola.edu.br,8A_EF2,Danilo Vieira Dias,(21) 99409-5222,Sandra Xavier Rezende,(92) 95098-8254
202500303,Thaís Cardoso Brito,F,25/06/2011,thais.brito202500303@escola.edu.br,8A_EF2,Renato Cunha Freitas,(92) 91448-8896,Lívia Sousa Rodrigues,(71) 94610-4767
202500304,Gabriela Nascimento Santana,F,27/12/2011,gabriela.santana202500304@escola.edu.br,8A_EF2,Thiago Lopes Vieira,(21) 97536-6603,Juliana Castro Ribeiro,(81) 96142-6792
202500305,Antônio Fernandes Ribeiro,M,24/08/2011,antonio.ribeiro202500305@escola.edu.br,8A_EF2,André Lopes Duarte,(41) 95348-4387,Raquel Martins Lopes,(65) 96833-3555
202500306,Lívia Ferreira Cunha,F,01/10/2012,livia.cunha202500306@escola.edu.br,8A_EF2,Yago Teixeira Oliveira,(65) 98901-7081,Bárbara Rocha Ramos,(92) 95501-9041
202500307,Yago Gonçalves Fernandes,M,25/04/2012,yago.fernandes202500307@escola.edu.br,8A_EF2,Antônio Lima Souza,(85) 97933-8836,Sandra Oliveira Gonçalves,(61) 97450-3863
202500308,Bruno Monteiro Santana,M,23/06/2012,bruno.santana202500308@escola.edu.br,8A_EF2,João Silva Cunha,(41) 97216-2650,Amanda Andrade Moura,(65) 95254-4066
202500309,Sabrina Fernandes Cardoso,F,06/06/2012,sabrina.cardoso202500309@escola.edu.br,8A_EF2,Fábio Machado Carvalho,(71) 97099-6981,Elisa Fernandes Mendes,(31) 93148-4744
202500310,Rebeca Fernandes Farias,F,14/09/2011,rebeca.farias202500310@escola.edu.br,8A_EF2,Marcelo Martins Gomes,(48) 93450-8749,Ana Ribeiro Marques,(81) 93203-9470
202500311,Amanda Rezende Ramos,F,18/05/2012,amanda.ramos202500311@escola.edu.br,8A_EF2,Antônio Souza Nunes,(21) 93676-1983,Rafaela Xavier Sousa,(81) 92577-8370
202500312,Sofia Andrade Andrade,F,01/06/2012,sofia.andrade202500312@escola.edu.br,8A_EF2,Igor Pereira Nascimento,(65) 94259-9821,Paula Brito Vieira,(61) 96326-9363
202500313,Nicolás Mendes Ferreira,M,10/10/2012,nicolas.ferreira202500313@escola.edu.br,8A_EF2,Renato Correia Gomes,(65) 93745-6527,Gabriela Correia Moura,(92) 97631-2168
202500314,Henrique Almeida Rocha,M,10/11/2012,henrique.rocha202500314@escola.edu.br,8A_EF2,Davi Fernandes Pinto,(62) 97479-5444,Joana Brito Andrade,(47) 99535-8377
202500315,Eduardo Santos Lima,M,09/11/2011,eduardo.lima202500315@escola.edu.br,8A_EF2,Nicolás Monteiro Duarte,(21) 94450-3734,Elisa Alves Alves,(21) 98752-9985
202500316,Samuel Nunes Santana,M,09/02/2011,samuel.santana202500316@escola.edu.br,8B_EF2,Jorge Gomes Ferreira,(62) 97387-6068,Raquel Lopes Duarte,(51) 98260-3071
202500317,Daniel Santos Oliveira,M,28/06/2012,daniel.oliveira202500317@escola.edu.br,8B_EF2,Sérgio Freitas Teixeira,(51) 99987-8288,Manuela Monteiro Teixeira,(31) 98480-8126
202500318,Helena Teixeira Barbosa,F,18/08/2012,helena.barbosa202500318@escola.edu.br,8B_EF2,Marcos Farias Ferreira,(81) 96044-6992,Gabriela Sousa Gomes,(51) 91172-1001
202500319,Laís Lima Nascimento,F,18/08/2012,lais.nascimento202500319@escola.edu.br,8B_EF2,João Monteiro Ramos,(48) 98816-5908,Ana Brito Machado,(48) 95799-4788
202500320,Tatiana Andrade Martins,F,14/09/2012,tatiana.martins202500320@escola.edu.br,8B_EF2,Caio Lopes Costa,(47) 97385-7199,Raquel Sousa Ferreira,(71) 94924-9464
202500321,Bárbara Farias Monteiro,F,21/05/2012,barbara.monteiro202500321@escola.edu.br,8B_EF2,Nicolás Teixeira Farias,(51) 97765-4080,Juliana Ribeiro Lima,(51) 92808-8460
202500322,Vanessa Monteiro Moura,F,11/04/2012,vanessa.moura202500322@escola.edu.br,8B_EF2,Pedro Gomes Souza,(85) 91362-4046,Letícia Vieira Fernandes,(31) 98183-1134
202500323,Rodrigo Silva Ramos,M,14/06/2011,rodrigo.ramos202500323@escola.edu.br,8B_EF2,Diego Rezende Farias,(81) 97084-8597,Giovanna Rezende Oliveira,(61) 92314-3393
202500324,Samuel Nunes Rodrigues,M,07/03/2012,samuel.rodrigues202500324@escola.edu.br,8B_EF2,Thiago Xavier Moreira,(65) 91206-2998,Nathalia Guimarães Lopes,(71) 98257-5049
202500325,Camila Martins Freitas,F,22/09/2011,camila.freitas202500325@escola.edu.br,8B_EF2,Carlos Cardoso Moreira,(62) 96113-6293,Natália Correia Azevedo,(11) 99534-3001
202500326,Roberto Barbosa Martins,M,28/01/2012,roberto.martins202500326@escola.edu.br,8B_EF2,Kaique Carvalho Pereira,(41) 98113-6316,Ana Costa Rezende,(51) 92960-7484
202500327,Ana Oliveira Araújo,F,20/12/2012,ana.araujo202500327@escola.edu.br,8B_EF2,Rodrigo Andrade Brito,(21) 95075-3583,Maria Ferreira Cunha,(92) 96544-1983
202500328,Ruan Gomes Monteiro,M,16/03/2011,ruan.monteiro202500328@escola.edu.br,8B_EF2,Marcos Rocha Castro,(48) 96690-8187,Rebeca Martins Santos,(47) 97189-6868
202500329,Sofia Oliveira Ramos,F,10/09/2012,sofia.ramos202500329@escola.edu.br,8B_EF2,Guilherme Monteiro Ramos,(41) 94057-9906,Carolina Rocha Azevedo,(81) 95510-3627
202500330,Rodrigo Mendes Vieira,M,12/09/2012,rodrigo.vieira202500330@escola.edu.br,8B_EF2,Renato Silva Brito,(62) 99289-7210,Rebeca Ribeiro Santos,(92) 96965-4912
202500331,Matheus Cavalcante Teixeira,M,17/04/2012,matheus.teixeira202500331@escola.edu.br,8B_EF2,Cauã Ramos Brito,(85) 93525-5638,Amanda Marques Borges,(61) 92809-2577
202500332,Juliana Oliveira Lima,F,07/01/2011,juliana.lima202500332@escola.edu.br,8B_EF2,Rafael Ramos Martins,(21) 91521-7366,Isadora Ramos Santana,(92) 95193-1804
202500333,Francisco Guimarães Rodrigues,M,21/04/2011,francisco.rodrigues202500333@escola.edu.br,8B_EF2,Fábio Ferreira Freitas,(48) 91994-6913,Tatiana Duarte Marques,(65) 97046-1955
202500334,Vanessa Santana Oliveira,F,03/05/2011,vanessa.oliveira202500334@escola.edu.br,8B_EF2,Carlos Santana Alves,(21) 94784-9710,Débora Martins Martins,(85) 95075-3931
202500335,Tatiana Marques Duarte,F,19/11/2011,tatiana.duarte202500335@escola.edu.br,8B_EF2,Ricardo Cunha Freitas,(47) 97997-2705,Natália Rezende Ribeiro,(85) 97579-9268
202500336,Daniel Teixeira Pinto,M,11/06/2012,daniel.pinto202500336@escola.edu.br,8B_EF2,Luiz Rocha Andrade,(71) 98054-6299,Aline Lopes Campos,(85) 94504-7145
202500337,Clarice Sousa Andrade,F,13/08/2011,clarice.andrade202500337@escola.edu.br,9A_EF2,João Azevedo Oliveira,(51) 91267-9480,Manuela Barbosa Silva,(51) 94635-4519
202500338,Beatriz Brito Xavier,F,17/09/2011,beatriz.xavier202500338@escola.edu.br,9A_EF2,Luiz Campos Campos,(31) 92544-1618,Laura Nascimento Gomes,(31) 95341-7014
202500339,Sabrina Almeida Sousa,F,19/02/2011,sabrina.sousa202500339@escola.edu.br,9A_EF2,Caio Campos Carvalho,(47) 92264-6319,Luana Ribeiro Ramos,(65) 92562-5921
202500340,Antônio Moreira Ferreira,M,12/06/2010,antonio.ferreira202500340@escola.edu.br,9A_EF2,Vitor Marques Pereira,(65) 94714-1187,Helena Brito Correia,(71) 91886-5993
202500341,Amanda Teixeira Campos,F,17/06/2010,amanda.campos202500341@escola.edu.br,9A_EF2,Enzo Almeida Gomes,(11) 97436-8300,Laís Pinto Campos,(85) 92475-4638
202500342,Caio Gomes Lima,M,16/02/2011,caio.lima202500342@escola.edu.br,9A_EF2,Antônio Duarte Souza,(85) 97540-5301,Larissa Nunes Gonçalves,(71) 93136-3209
202500343,André Ramos Nunes,M,20/09/2010,andre.nunes202500343@escola.edu.br,9A_EF2,Nicolás Santana Lopes,(41) 92173-5362,Nathalia Machado Rocha,(62) 92467-2843
202500344,Isabela Andrade Nascimento,F,12/06/2010,isabela.nascimento202500344@escola.edu.br,9A_EF2,Francisco Borges Santos,(48) 95994-3773,Carolina Moura Xavier,(48) 98245-3389
202500345,Marcos Martins Cunha,M,25/03/2011,marcos.cunha202500345@escola.edu.br,9A_EF2,Murilo Ferreira Pereira,(47) 91893-4982,Bárbara Gomes Xavier,(51) 91225-6624
202500346,Lívia Barbosa Mendes,F,11/01/2011,livia.mendes202500346@escola.edu.br,9A_EF2,Carlos Duarte Teixeira,(41) 94339-9952,Renata Melo Sousa,(85) 98913-3315
202500347,Isadora Santos Moreira,F,06/05/2010,isadora.moreira202500347@escola.edu.br,9A_EF2,Gabriel Vieira Martins,(48) 95444-1869,Laura Borges Silva,(21) 97367-5445
202500348,Isadora Andrade Alves,F,28/05/2010,isadora.alves202500348@escola.edu.br,9A_EF2,Ruan Moreira Almeida,(71) 99331-2631,Amanda Ramos Pinto,(85) 92442-4054
202500349,Renato Castro Guimarães,M,08/01/2010,renato.guimaraes202500349@escola.edu.br,9A_EF2,Tiago Barbosa Dias,(81) 97445-3572,Beatriz Nascimento Cunha,(61) 96822-5953
202500350,Danilo Fernandes Farias,M,09/11/2010,danilo.farias202500350@escola.edu.br,9A_EF2,Marcelo Xavier Santos,(85) 95590-4695,Mariana Dias Nunes,(62) 93248-2438
202500351,Renata Cunha Moura,F,08/07/2010,renata.moura202500351@escola.edu.br,9A_EF2,Antônio Gomes Machado,(51) 96395-8359,Sandra Lima Carvalho,(62) 93270-9869
202500352,Priscila Lima Barbosa,F,25/07/2010,priscila.barbosa202500352@escola.edu.br,9A_EF2,Rodrigo Borges Campos,(31) 96201-2111,Tatiana Teixeira Azevedo,(21) 94016-6203
202500353,Mariana Azevedo Santos,F,14/07/2011,mariana.santos202500353@escola.edu.br,9A_EF2,Diego Mendes Duarte,(65) 95485-3489,Nathalia Martins Alves,(31) 94026-1429
202500354,Bárbara Moura Fernandes,F,08/10/2010,barbara.fernandes202500354@escola.edu.br,9A_EF2,Marcos Cunha Santos,(61) 92302-8808,Manuela Gonçalves Pinto,(81) 97126-4014
202500355,Maria Cardoso Lima,F,08/04/2010,maria.lima202500355@escola.edu.br,9A_EF2,Lucas Marques Melo,(11) 95421-7767,Raquel Duarte Cavalcante,(41) 94351-2083
202500356,Leandro Moura Ramos,M,08/08/2011,leandro.ramos202500356@escola.edu.br,9A_EF2,Vitor Nunes Brito,(11) 97232-6126,Elisa Moura Duarte,(92) 99784-9605
202500357,Eduarda Rezende Oliveira,F,15/08/2010,eduarda.oliveira202500357@escola.edu.br,9A_EF2,Lucas Lopes Santana,(85) 97481-1643,Tatiana Moreira Santana,(48) 91807-4110
202500358,Caio Barbosa Brito,M,06/08/2011,caio.brito202500358@escola.edu.br,9B_EF2,Vitor Vieira Moura,(11) 99470-3330,Laura Borges Mendes,(21) 99202-2854
202500359,José Monteiro Teixeira,M,14/07/2010,jose.teixeira202500359@escola.edu.br,9B_EF2,Victor Mendes Santos,(31) 98433-4308,Laura Ferreira Sousa,(61) 93686-3024
202500360,Davi Mendes Correia,M,17/02/2011,davi.correia202500360@escola.edu.br,9B_EF2,Davi Moreira Azevedo,(48) 99383-3619,Débora Castro Moreira,(11) 93799-6491
202500361,Isadora Gomes Costa,F,25/03/2010,isadora.costa202500361@escola.edu.br,9B_EF2,Davi Souza Marques,(51) 96071-8311,Vitória Correia Ribeiro,(21) 93155-4323
202500362,Yago Sousa Silva,M,28/08/2011,yago.silva202500362@escola.edu.br,9B_EF2,Fábio Teixeira Farias,(11) 99084-4897,Rafaela Araújo Cavalcante,(81) 98434-7719
202500363,Francisco Pinto Silva,M,09/09/2010,francisco.silva202500363@escola.edu.br,9B_EF2,Jorge Correia Castro,(65) 94401-1801,Paula Gomes Souza,(62) 96718-1601
202500364,Lucas Cavalcante Campos,M,03/06/2011,lucas.campos202500364@escola.edu.br,9B_EF2,Gabriel Alves Marques,(31) 93643-5659,Bárbara Cavalcante Monteiro,(47) 93906-8460
202500365,Daniela Oliveira Ferreira,F,12/06/2011,daniela.ferreira202500365@escola.edu.br,9B_EF2,Marcelo Xavier Rodrigues,(48) 98001-2063,Vitória Cardoso Lima,(21) 95496-6393
202500366,Renata Carvalho Monteiro,F,02/10/2010,renata.monteiro202500366@escola.edu.br,9B_EF2,Rafael Campos Azevedo,(62) 99666-2436,Luana Azevedo Monteiro,(92) 95705-7996
202500367,Amanda Sousa Santana,F,20/03/2011,amanda.santana202500367@escola.edu.br,9B_EF2,Antônio Ramos Santana,(47) 99154-9069,Paula Moura Almeida,(47) 95759-4171
202500368,Pedro Freitas Correia,M,28/12/2010,pedro.correia202500368@escola.edu.br,9B_EF2,Carlos Farias Moura,(71) 97783-1745,Bruna Nascimento Castro,(48) 94478-1185
202500369,Giovanna Vieira Sousa,F,10/05/2010,giovanna.sousa202500369@escola.edu.br,9B_EF2,Danilo Castro Rocha,(48) 91100-2865,Alice Dias Dias,(71) 91477-3877
202500370,Henrique Cunha Cardoso,M,21/01/2011,henrique.cardoso202500370@escola.edu.br,9B_EF2,Gustavo Cardoso Gomes,(62) 98546-9797,Bruna Freitas Rezende,(65) 97782-1917
202500371,Yasmin Campos Azevedo,F,18/09/2011,yasmin.azevedo202500371@escola.edu.br,9B_EF2,Pedro Carvalho Campos,(62) 96434-6793,Juliana Gomes Fernandes,(65) 91510-6556
202500372,Helena Teixeira Costa,F,20/03/2011,helena.costa202500372@escola.edu.br,9B_EF2,Bruno Rezende Melo,(51) 96152-1518,Vanessa Marques Ferreira,(81) 94893-7088
202500373,Diego Carvalho Santana,M,04/03/2011,diego.santana202500373@escola.edu.br,9B_EF2,Alexandre Rezende Oliveira,(48) 94311-2517,Joana Gonçalves Santos,(48) 98907-9192
202500374,Henrique Cardoso Azevedo,M,05/06/2011,henrique.azevedo202500374@escola.edu.br,9B_EF2,Samuel Alves Xavier,(85) 93174-4361,Rebeca Oliveira Freitas,(71) 99558-2897
202500375,Lucas Cunha Pinto,M,15/06/2010,lucas.pinto202500375@escola.edu.br,9B_EF2,Lucas Alves Santana,(48) 96119-1368,Thaís Melo Barbosa,(62) 94438-6257
202500376,Fernando Fernandes Teixeira,M,22/08/2011,fernando.teixeira202500376@escola.edu.br,9B_EF2,Bruno Fernandes Gomes,(31) 95483-2875,Ana Moura Castro,(85) 92677-4384
202500377,Tatiana Rocha Fernandes,F,26/12/2010,tatiana.fernandes202500377@escola.edu.br,9B_EF2,Fernando Campos Lopes,(31) 92167-6101,Bárbara Dias Teixeira,(81) 91831-3131
202500378,Cauã Souza Alves,M,03/01/2011,caua.alves202500378@escola.edu.br,9B_EF2,Vitor Nunes Ribeiro,(47) 98304-6826,Yasmin Dias Xavier,(41) 99740-2286
202500379,Laís Melo Freitas,F,27/02/2009,lais.freitas202500379@escola.edu.br,1A_EM,Enzo Freitas Alves,(81) 96085-8625,Luana Almeida Almeida,(31) 95227-6954
202500380,Enzo Cavalcante Dias,M,16/08/2010,enzo.dias202500380@escola.edu.br,1A_EM,Pedro Rodrigues Cardoso,(21) 96758-8842,Laura Costa Vieira,(48) 96711-3087
202500381,Elisa Xavier Guimarães,F,18/06/2009,elisa.guimaraes202500381@escola.edu.br,1A_EM,Ruan Rodrigues Rezende,(51) 99728-8552,Elisa Araújo Marques,(41) 94992-9977
202500382,Sérgio Moreira Rodrigues,M,27/04/2010,sergio.rodrigues202500382@escola.edu.br,1A_EM,Enzo Araújo Machado,(48) 98132-6606,Sandra Monteiro Lopes,(31) 92276-8972
202500383,Francisco Freitas Rocha,M,06/08/2009,francisco.rocha202500383@escola.edu.br,1A_EM,Diego Nunes Rodrigues,(92) 92781-7208,Amanda Ramos Borges,(62) 92007-2483
202500384,Gustavo Araújo Melo,M,22/03/2009,gustavo.melo202500384@escola.edu.br,1A_EM,Rodrigo Mendes Teixeira,(51) 97389-8326,Priscila Carvalho Cunha,(61) 95910-5989
202500385,Isabela Guimarães Nascimento,F,01/10/2009,isabela.nascimento202500385@escola.edu.br,1A_EM,Jorge Gonçalves Nunes,(65) 93089-5819,Fernanda Andrade Castro,(11) 91013-6885
202500386,Fernando Santos Lopes,M,19/12/2010,fernando.lopes202500386@escola.edu.br,1A_EM,Caio Correia Rocha,(47) 97271-7652,Débora Machado Teixeira,(41) 93841-8780
202500387,Luiz Moreira Andrade,M,10/03/2010,luiz.andrade202500387@escola.edu.br,1A_EM,Kaique Lima Lima,(11) 92175-1257,Mariana Azevedo Ramos,(62) 98155-3224
202500388,Ruan Farias Marques,M,20/12/2010,ruan.marques202500388@escola.edu.br,1A_EM,Vitor Moura Ribeiro,(81) 99346-7948,Tatiana Xavier Mendes,(71) 96821-4698
202500389,Francisco Silva Campos,M,08/12/2010,francisco.campos202500389@escola.edu.br,1A_EM,Davi Gonçalves Fernandes,(71) 99948-7012,Camila Oliveira Campos,(81) 97038-2854
202500390,Giovanna Ferreira Gomes,F,17/08/2010,giovanna.gomes202500390@escola.edu.br,1A_EM,Felipe Santana Moura,(21) 95017-8740,Helena Duarte Cavalcante,(62) 92279-9834
202500391,Yasmin Moura Souza,F,25/09/2010,yasmin.souza202500391@escola.edu.br,1A_EM,João Cardoso Freitas,(85) 98687-6431,Gabriela Nascimento Farias,(51) 95738-3744
202500392,Francisco Duarte Barbosa,M,21/01/2010,francisco.barbosa202500392@escola.edu.br,1A_EM,Sérgio Araújo Costa,(92) 91845-5780,Clarice Moura Santos,(51) 98942-2351
202500393,Matheus Rezende Fernandes,M,20/03/2010,matheus.fernandes202500393@escola.edu.br,1A_EM,Leonardo Fernandes Sousa,(11) 92827-3860,Viviane Duarte Gomes,(62) 98317-7058
202500394,Sofia Rezende Monteiro,F,06/08/2009,sofia.monteiro202500394@escola.edu.br,1A_EM,Tiago Oliveira Dias,(21) 93376-3525,Maria Melo Marques,(48) 97277-4898
202500395,Rebeca Correia Costa,F,24/10/2009,rebeca.costa202500395@escola.edu.br,1A_EM,Ricardo Souza Borges,(51) 92900-1860,Natália Freitas Nunes,(81) 95937-8803
202500396,Laís Teixeira Almeida,F,23/11/2010,lais.almeida202500396@escola.edu.br,1A_EM,Marcelo Cardoso Sousa,(31) 99690-8122,Ana Vieira Farias,(81) 97258-6172
202500397,Alice Oliveira Alves,F,20/07/2010,alice.alves202500397@escola.edu.br,1A_EM,Ruan Fernandes Dias,(51) 95375-2610,Sofia Borges Araújo,(71) 98554-4961
202500398,Viviane Brito Martins,F,23/11/2010,viviane.martins202500398@escola.edu.br,1A_EM,Eduardo Rocha Castro,(11) 91138-2113,Ana Marques Alves,(85) 92702-8306
202500399,Murilo Vieira Sousa,M,01/01/2009,murilo.sousa202500399@escola.edu.br,1A_EM,Jorge Ferreira Souza,(92) 94552-2995,Eduarda Pereira Ferreira,(65) 93128-7159
202500400,Valentina Campos Farias,F,23/02/2009,valentina.farias202500400@escola.edu.br,1B_EM,Eduardo Sousa Vieira,(81) 92240-8429,Vanessa Brito Machado,(47) 96298-5216
202500401,Matheus Fernandes Brito,M,13/07/2009,matheus.brito202500401@escola.edu.br,1B_EM,Henrique Souza Sousa,(65) 95336-3915,Joana Rodrigues Ramos,(41) 97432-3923
202500402,Letícia Gomes Teixeira,F,20/04/2010,leticia.teixeira202500402@escola.edu.br,1B_EM,Ruan Alves Mendes,(47) 95243-2692,Camila Rodrigues Rodrigues,(92) 95105-8305
202500403,Fábio Gomes Borges,M,22/01/2009,fabio.borges202500403@escola.edu.br,1B_EM,Marcelo Fernandes Gomes,(47) 96403-7411,Thaís Silva Gonçalves,(47) 99039-8833
202500404,Murilo Brito Farias,M,08/09/2009,murilo.farias202500404@escola.edu.br,1B_EM,João Moreira Monteiro,(65) 98898-2985,Thaís Teixeira Nascimento,(61) 95961-7563
202500405,Ruan Ferreira Andrade,M,27/02/2010,ruan.andrade202500405@escola.edu.br,1B_EM,Renato Melo Brito,(51) 94327-3893,Tatiana Oliveira Moreira,(62) 94129-5896
202500406,Letícia Correia Monteiro,F,03/08/2010,leticia.monteiro202500406@escola.edu.br,1B_EM,Roberto Mendes Duarte,(41) 93292-1584,Priscila Santos Azevedo,(92) 94907-9015
202500407,Guilherme Borges Barbosa,M,27/09/2010,guilherme.barbosa202500407@escola.edu.br,1B_EM,Leandro Santos Oliveira,(61) 91918-6533,Rebeca Oliveira Nunes,(21) 94468-9570
202500408,Cauã Teixeira Gomes,M,02/02/2009,caua.gomes202500408@escola.edu.br,1B_EM,Nicolás Gomes Ramos,(62) 91312-8720,Bárbara Oliveira Lopes,(47) 93138-1235
202500409,Gabriel Barbosa Xavier,M,20/08/2009,gabriel.xavier202500409@escola.edu.br,1B_EM,Daniel Araújo Rodrigues,(65) 92742-2870,Maria Pinto Farias,(92) 94613-2033
202500410,Isabela Dias Farias,F,04/06/2010,isabela.farias202500410@escola.edu.br,1B_EM,Cauã Campos Teixeira,(31) 96268-4493,Laís Oliveira Araújo,(31) 96496-2035
202500411,Rodrigo Melo Marques,M,12/12/2009,rodrigo.marques202500411@escola.edu.br,1B_EM,Luiz Costa Mendes,(41) 91666-3185,Letícia Rezende Correia,(92) 97162-3584
202500412,Fábio Ferreira Silva,M,03/03/2009,fabio.silva202500412@escola.edu.br,1B_EM,Davi Borges Araújo,(51) 97819-8798,Giovanna Lima Carvalho,(31) 95439-9570
202500413,Paulo Ribeiro Moura,M,06/10/2009,paulo.moura202500413@escola.edu.br,1B_EM,Davi Ramos Moura,(21) 95934-6699,Gabriela Silva Castro,(41) 94144-2925
202500414,Letícia Moura Andrade,F,25/08/2009,leticia.andrade202500414@escola.edu.br,1B_EM,Roberto Cavalcante Carvalho,(51) 91869-4173,Lívia Rezende Gomes,(62) 98772-9151
202500415,Kaique Oliveira Souza,M,07/05/2010,kaique.souza202500415@escola.edu.br,1B_EM,Vitor Sousa Dias,(92) 98424-1709,Letícia Duarte Souza,(85) 93881-3589
202500416,Maria Gonçalves Pereira,F,24/04/2009,maria.pereira202500416@escola.edu.br,1B_EM,Leandro Araújo Araújo,(61) 97865-4256,Clarice Cunha Rocha,(41) 92804-6343
202500417,Paulo Duarte Marques,M,08/07/2009,paulo.marques202500417@escola.edu.br,1B_EM,Matheus Cardoso Araújo,(81) 91890-8141,Mariana Carvalho Moura,(81) 93917-7346
202500418,Renato Azevedo Martins,M,07/05/2010,renato.martins202500418@escola.edu.br,1B_EM,Henrique Lima Oliveira,(47) 91977-5597,Manuela Pereira Freitas,(81) 97852-3804
202500419,Raquel Vieira Pinto,F,20/11/2009,raquel.pinto202500419@escola.edu.br,1B_EM,Daniel Campos Castro,(65) 94763-2416,Gabriela Santana Ramos,(65) 94546-8757
202500420,Vanessa Silva Azevedo,F,28/12/2010,vanessa.azevedo202500420@escola.edu.br,1B_EM,Paulo Lopes Rocha,(71) 94643-3440,Thaís Silva Marques,(11) 91656-8711
202500421,Patrícia Oliveira Machado,F,26/08/2009,patricia.machado202500421@escola.edu.br,2A_EM,Enzo Xavier Alves,(81) 99114-4940,Larissa Castro Melo,(11) 97662-4571
202500422,Fernando Lopes Borges,M,16/01/2008,fernando.borges202500422@escola.edu.br,2A_EM,Kaique Barbosa Costa,(47) 98524-1399,Laura Freitas Brito,(31) 97641-4030
202500423,Daniela Correia Freitas,F,03/11/2008,daniela.freitas202500423@escola.edu.br,2A_EM,Marcelo Monteiro Dias,(85) 91535-5859,Isabela Melo Fernandes,(47) 99887-4393
202500424,Larissa Moura Dias,F,22/09/2008,larissa.dias202500424@escola.edu.br,2A_EM,Alexandre Souza Pereira,(71) 96989-8624,Bárbara Oliveira Andrade,(61) 93871-2097
202500425,Nathalia Carvalho Lima,F,18/04/2009,nathalia.lima202500425@escola.edu.br,2A_EM,Bruno Borges Cardoso,(47) 94437-4693,Amanda Nascimento Fernandes,(85) 97929-5540
202500426,Alexandre Nascimento Mendes,M,17/09/2009,alexandre.mendes202500426@escola.edu.br,2A_EM,Bruno Cardoso Guimarães,(85) 99730-5788,Joana Moura Andrade,(48) 92075-4085
